N,P,K,temperature,humidity,ph,rainfall,label
36.16,60.73,39.58,27.58,57.49,6.33,65.58,groundnut_plains_variety_55
33.57,53.4,41.29,25.92,55.82,6.61,65.44,groundnut_plains_variety_55
37.37,54.25,40.54,28.58,57.84,6.86,65.71,groundnut_plains_variety_55
37.82,59.13,39.65,27.66,59.58,6.86,58.29,groundnut_plains_variety_55
33.65,59.43,42.51,27.01,56.82,6.19,61.85,groundnut_plains_variety_55
36.09,54.6,39.97,27.5,59.76,6.57,65.64,groundnut_plains_variety_55
33.72,55.08,37.82,27.1,58.39,6.32,64.72,groundnut_plains_variety_55
32.23,58.17,43.28,28.08,58.29,6.29,63.77,groundnut_plains_variety_55
34.27,58.22,43.58,29.78,56.13,6.53,64.8,groundnut_plains_variety_55
34.86,56.28,44.48,29.25,60.3,6.74,65.45,groundnut_plains_variety_55
33.29,57.1,44.42,28.65,58.4,6.72,63.09,groundnut_plains_variety_55
35.83,55.96,39.91,27.99,58.63,6.21,59.48,groundnut_plains_variety_55
35.94,48.9,39.7,28.6,59.49,6.58,68.63,groundnut_plains_variety_55
38.13,57.66,36.66,29.03,56.18,6.47,62.7,groundnut_plains_variety_55
36.45,51.63,38.52,29.38,59.24,6.21,63.79,groundnut_plains_variety_55
37.55,52.36,41.18,27.74,57.04,6.66,58.1,groundnut_plains_variety_55
34.97,54.59,37.31,26.69,57.0,6.23,65.05,groundnut_plains_variety_55
36.24,53.71,41.63,30.02,57.92,6.52,61.18,groundnut_plains_variety_55
36.06,53.56,41.34,29.49,56.94,6.69,62.38,groundnut_plains_variety_55
33.86,60.96,38.9,28.4,56.73,6.55,62.95,groundnut_plains_variety_55
35.68,58.36,41.62,27.94,56.64,6.49,66.74,groundnut_plains_variety_55
36.54,56.33,41.77,27.89,57.5,6.62,67.98,groundnut_plains_variety_55
35.6,58.09,38.25,27.84,55.49,6.6,64.19,groundnut_plains_variety_55
84.22,45.5,47.5,24.06,83.13,6.65,225.22,rice_sweet_variety_55
82.98,49.39,46.78,24.13,78.94,6.49,237.94,rice_sweet_variety_55
79.8,50.47,47.52,25.04,84.04,6.56,244.07,rice_sweet_variety_55
74.94,49.89,44.98,24.58,79.73,6.67,249.45,rice_sweet_variety_55
87.41,51.69,43.63,25.09,82.34,6.46,230.95,rice_sweet_variety_55
83.25,50.37,39.83,23.72,82.26,6.16,260.63,rice_sweet_variety_55
82.9,51.76,42.47,24.26,82.07,6.16,247.18,rice_sweet_variety_55
86.65,51.25,44.17,23.79,81.97,6.5,245.29,rice_sweet_variety_55
77.35,52.73,45.47,24.26,80.89,6.45,240.86,rice_sweet_variety_55
78.3,51.8,43.67,23.6,80.49,6.69,212.83,rice_sweet_variety_55
82.18,55.55,44.16,23.78,80.98,6.76,242.44,rice_sweet_variety_55
84.36,50.88,41.74,24.97,84.94,6.62,236.4,rice_sweet_variety_55
83.85,54.1,47.63,23.57,78.98,6.63,250.89,rice_sweet_variety_55
85.35,47.93,44.31,24.52,80.65,6.81,238.37,rice_sweet_variety_55
86.74,49.27,43.42,25.35,87.23,6.12,250.19,rice_sweet_variety_55
79.23,47.69,41.29,23.62,81.8,6.2,232.24,rice_sweet_variety_55
92.73,55.84,47.71,25.05,84.0,6.27,235.49,rice_sweet_variety_55
79.04,51.19,39.87,23.72,80.36,6.24,235.33,rice_sweet_variety_55
83.27,46.78,44.91,24.15,79.17,6.47,243.48,rice_sweet_variety_55
81.64,48.45,42.95,25.15,83.34,6.55,247.73,rice_sweet_variety_55
81.02,52.04,44.21,23.48,81.39,6.55,237.56,rice_sweet_variety_55
89.98,49.79,44.12,26.45,84.98,6.6,247.05,rice_sweet_variety_55
87.62,49.3,45.41,24.28,80.87,6.55,241.33,rice_sweet_variety_55
82.69,47.73,44.36,26.11,82.3,6.47,224.78,rice_sweet_variety_55
82.47,54.14,45.08,25.7,85.95,6.39,247.33,rice_sweet_variety_55
82.7,42.01,35.23,19.23,53.44,6.32,73.13,wheat_grade_a_55
79.91,40.36,33.71,18.37,53.19,6.73,65.61,wheat_grade_a_55
86.08,41.27,36.44,17.04,50.45,6.56,71.63,wheat_grade_a_55
83.61,38.63,34.71,19.8,52.16,6.88,77.69,wheat_grade_a_55
90.38,41.76,34.79,18.43,53.03,6.76,76.8,wheat_grade_a_55
91.09,39.68,31.46,17.19,55.1,6.98,76.1,wheat_grade_a_55
91.75,41.72,35.94,17.6,54.91,6.53,76.85,wheat_grade_a_55
87.95,41.33,33.28,18.75,54.82,6.62,76.48,wheat_grade_a_55
85.85,37.81,34.54,17.25,55.5,6.75,81.59,wheat_grade_a_55
85.94,39.2,34.36,17.61,55.06,6.64,75.67,wheat_grade_a_55
88.25,40.02,35.96,17.88,52.27,6.41,79.17,wheat_grade_a_55
89.76,36.55,32.6,18.33,53.82,6.81,77.98,wheat_grade_a_55
93.26,36.63,33.85,18.72,54.25,6.94,74.27,wheat_grade_a_55
81.7,40.25,34.07,18.34,55.51,6.81,72.83,wheat_grade_a_55
92.14,38.2,32.41,16.96,52.48,7.17,74.66,wheat_grade_a_55
89.8,37.99,36.92,19.19,53.33,6.84,75.3,wheat_grade_a_55
97.86,41.69,34.62,18.46,54.93,6.96,74.32,wheat_grade_a_55
89.63,43.5,31.87,17.22,53.95,6.87,75.31,wheat_grade_a_55
95.48,39.91,30.68,19.17,56.92,6.92,73.09,wheat_grade_a_55
88.87,41.62,35.26,18.45,52.61,6.93,74.55,wheat_grade_a_55
90.11,42.18,34.17,18.98,55.74,7.04,75.77,wheat_grade_a_55
89.62,36.36,35.46,18.15,54.03,6.76,75.21,wheat_grade_a_55
88.83,40.31,35.21,17.41,53.5,6.82,76.34,wheat_grade_a_55
89.64,42.24,33.36,17.7,55.5,6.83,74.22,wheat_grade_a_55
93.16,41.71,32.12,18.48,57.92,6.82,73.97,wheat_grade_a_55
80.22,49.71,21.79,22.39,67.22,6.02,90.84,maize_export_quality_55
82.97,50.34,20.74,24.23,65.73,6.33,93.8,maize_export_quality_55
79.54,52.55,21.89,21.01,61.54,6.4,97.79,maize_export_quality_55
80.67,53.7,22.13,22.41,64.85,6.13,94.54,maize_export_quality_55
80.75,48.99,21.41,22.71,62.6,6.44,93.38,maize_export_quality_55
79.41,52.67,22.52,22.36,63.74,6.12,82.93,maize_export_quality_55
82.38,51.1,21.14,22.51,64.72,6.17,93.27,maize_export_quality_55
79.96,50.82,22.0,23.77,66.79,6.01,92.04,maize_export_quality_55
84.97,54.07,19.86,22.51,63.27,6.09,89.01,maize_export_quality_55
77.29,45.55,20.94,23.2,64.65,6.4,88.64,maize_export_quality_55
80.41,48.28,21.41,22.77,63.11,6.09,93.72,maize_export_quality_55
78.81,48.98,23.81,22.39,63.82,6.03,96.5,maize_export_quality_55
78.25,51.45,21.93,23.94,68.35,6.01,90.46,maize_export_quality_55
77.15,47.61,21.73,22.51,66.01,5.83,89.2,maize_export_quality_55
82.5,51.55,22.98,23.81,62.77,6.0,87.61,maize_export_quality_55
80.98,48.45,20.31,23.62,67.76,5.91,85.31,maize_export_quality_55
86.11,51.53,22.33,22.09,67.63,6.06,90.56,maize_export_quality_55
79.71,49.82,22.28,22.78,64.92,6.15,93.53,maize_export_quality_55
82.85,54.62,20.74,24.6,67.11,6.14,92.79,maize_export_quality_55
77.51,47.35,22.42,22.43,68.73,6.24,87.4,maize_export_quality_55
79.27,51.74,19.56,23.36,65.63,6.28,92.82,maize_export_quality_55
75.37,50.86,22.33,23.41,63.73,5.99,90.19,maize_export_quality_55
80.79,49.36,24.21,22.44,67.06,6.46,85.81,maize_export_quality_55
83.07,51.11,22.78,23.4,64.19,6.33,84.01,maize_export_quality_55
85.59,48.62,21.69,21.71,64.16,6.36,91.64,maize_export_quality_55
65.96,37.8,28.68,17.21,51.85,7.47,47.44,barley_early_season_56
55.3,31.94,29.45,17.26,49.91,7.13,48.75,barley_early_season_56
62.07,36.17,29.09,16.73,48.22,7.36,52.1,barley_early_season_56
60.68,33.61,27.78,16.19,47.34,7.06,46.82,barley_early_season_56
60.42,32.89,27.24,15.83,50.5,7.5,46.01,barley_early_season_56
62.66,34.9,29.68,16.35,49.61,6.75,47.16,barley_early_season_56
58.63,34.79,29.31,18.26,49.57,7.53,51.17,barley_early_season_56
63.28,35.1,27.58,15.55,48.64,6.86,50.04,barley_early_season_56
63.62,35.0,25.23,18.22,49.38,6.78,51.0,barley_early_season_56
63.89,33.38,29.24,18.4,47.22,6.97,47.42,barley_early_season_56
63.12,36.47,30.13,16.89,48.62,7.23,49.28,barley_early_season_56
58.55,34.3,26.9,18.14,49.32,7.27,51.37,barley_early_season_56
60.11,38.43,28.91,16.89,51.42,7.32,47.47,barley_early_season_56
58.07,36.1,30.08,16.61,49.08,7.07,53.43,barley_early_season_56
59.7,36.72,27.24,16.38,51.72,7.18,51.26,barley_early_season_56
59.72,35.41,25.39,16.63,49.67,7.13,48.52,barley_early_season_56
63.17,38.39,30.22,17.35,48.09,7.19,53.07,barley_early_season_56
60.82,36.43,25.91,16.88,49.31,7.27,48.16,barley_early_season_56
55.78,37.39,28.51,16.55,50.87,7.18,46.06,barley_early_season_56
61.96,36.29,29.09,15.98,50.7,7.24,49.32,barley_early_season_56
60.09,35.42,27.87,15.75,48.55,6.93,48.07,barley_early_season_56
63.63,34.91,31.49,15.89,52.27,7.41,49.58,barley_early_season_56
62.52,35.59,28.43,16.33,50.76,7.33,52.13,barley_early_season_56
59.12,34.87,29.04,19.69,51.98,7.25,49.1,barley_early_season_56
61.68,36.75,27.7,17.82,50.26,7.04,47.91,barley_early_season_56
73.02,38.09,39.81,17.52,63.02,6.59,78.26,oats_late_season_56
76.25,42.58,37.93,16.18,61.37,6.76,71.39,oats_late_season_56
69.4,37.26,37.67,17.09,61.22,6.55,74.63,oats_late_season_56
66.41,38.04,35.2,17.75,62.3,6.59,76.24,oats_late_season_56
70.65,37.32,38.14,17.17,61.89,6.65,78.73,oats_late_season_56
71.13,37.79,36.01,16.99,57.73,6.75,80.4,oats_late_season_56
72.54,41.81,35.7,17.31,62.05,6.56,81.09,oats_late_season_56
71.25,39.32,34.1,18.83,62.35,6.32,74.08,oats_late_season_56
70.88,36.01,36.29,17.94,61.75,6.66,72.3,oats_late_season_56
69.16,37.66,34.56,15.26,61.46,6.87,72.92,oats_late_season_56
69.59,34.75,35.8,18.12,66.17,6.35,73.28,oats_late_season_56
77.25,39.02,36.7,17.02,61.44,6.54,72.76,oats_late_season_56
71.15,39.12,39.35,17.18,62.03,6.58,74.17,oats_late_season_56
66.82,38.67,33.96,17.23,65.19,6.54,76.18,oats_late_season_56
70.48,41.75,37.16,17.85,61.68,6.58,82.71,oats_late_season_56
76.62,37.38,37.96,15.76,62.23,6.28,72.29,oats_late_season_56
71.09,39.82,35.72,16.82,57.89,6.65,77.23,oats_late_season_56
72.63,37.76,35.85,17.5,61.63,6.73,74.59,oats_late_season_56
73.74,41.47,39.82,17.64,63.6,6.32,73.25,oats_late_season_56
72.27,36.13,35.13,18.65,65.84,6.27,82.16,oats_late_season_56
69.6,38.15,40.31,17.23,61.54,6.45,75.41,oats_late_season_56
71.6,43.21,38.06,17.03,61.17,6.53,76.67,oats_late_season_56
71.31,38.25,40.38,16.08,62.77,6.46,79.44,oats_late_season_56
72.82,36.52,38.43,16.49,62.58,6.47,75.7,oats_late_season_56
80.98,39.83,33.43,16.37,62.59,6.41,72.3,oats_late_season_56
85.72,33.77,26.88,26.95,53.79,6.97,64.45,sorghum_hybrid_56
77.36,36.84,28.18,25.91,50.32,6.47,63.86,sorghum_hybrid_56
82.11,36.81,31.09,25.32,53.41,6.75,60.77,sorghum_hybrid_56
78.66,39.46,28.24,26.88,50.78,6.87,67.6,sorghum_hybrid_56
80.16,37.03,28.41,26.51,52.23,6.61,64.67,sorghum_hybrid_56
81.9,37.55,28.72,25.33,53.64,6.98,62.39,sorghum_hybrid_56
82.03,37.49,28.82,27.07,47.99,6.63,62.53,sorghum_hybrid_56
81.67,38.39,28.22,25.98,49.48,6.74,64.64,sorghum_hybrid_56
78.1,34.51,28.27,24.91,50.74,6.72,69.64,sorghum_hybrid_56
75.6,36.35,30.8,25.95,50.62,6.33,66.5,sorghum_hybrid_56
74.66,36.04,29.52,28.01,49.82,6.86,63.67,sorghum_hybrid_56
80.81,37.4,27.67,27.19,51.56,6.83,64.05,sorghum_hybrid_56
81.09,35.56,32.01,27.0,50.79,6.41,67.34,sorghum_hybrid_56
79.1,39.68,31.26,27.22,52.01,6.55,66.64,sorghum_hybrid_56
79.97,37.28,29.97,26.01,50.77,6.94,64.84,sorghum_hybrid_56
78.7,37.84,29.09,25.26,54.68,6.59,60.84,sorghum_hybrid_56
87.7,35.08,28.47,26.21,51.17,7.01,64.11,sorghum_hybrid_56
75.96,36.19,30.45,26.93,52.39,7.0,66.47,sorghum_hybrid_56
75.49,35.63,32.71,26.68,54.05,6.52,65.35,sorghum_hybrid_56
81.01,35.94,32.46,26.36,49.93,6.67,63.81,sorghum_hybrid_56
79.71,38.25,27.88,26.83,51.28,6.39,63.45,sorghum_hybrid_56
76.8,36.9,31.04,27.19,49.77,6.54,66.04,sorghum_hybrid_56
76.8,34.08,27.95,26.13,49.48,6.32,63.56,sorghum_hybrid_56
79.85,33.08,31.22,27.01,49.1,6.38,60.65,sorghum_hybrid_56
79.08,39.14,28.71,27.75,49.81,6.64,60.86,sorghum_hybrid_56
52.98,28.68,23.57,31.35,40.45,7.44,41.37,pearl_millet_dwarf_56
54.94,28.64,23.46,29.29,41.95,7.67,42.45,pearl_millet_dwarf_56
61.74,28.91,25.19,28.97,42.7,7.65,44.5,pearl_millet_dwarf_56
56.27,28.38,23.03,30.34,40.49,7.32,40.07,pearl_millet_dwarf_56
58.67,30.2,24.02,29.51,40.87,7.56,43.84,pearl_millet_dwarf_56
55.08,27.53,23.34,29.35,43.06,7.14,42.82,pearl_millet_dwarf_56
53.04,27.95,24.25,27.99,41.03,7.14,39.99,pearl_millet_dwarf_56
59.39,30.24,22.76,28.45,40.25,7.35,35.6,pearl_millet_dwarf_56
51.79,26.1,23.53,28.09,42.27,7.37,37.73,pearl_millet_dwarf_56
54.76,29.3,25.99,27.53,41.42,7.4,41.92,pearl_millet_dwarf_56
52.94,31.05,25.0,28.96,41.45,7.29,42.71,pearl_millet_dwarf_56
52.88,28.25,25.33,29.91,42.64,7.38,46.17,pearl_millet_dwarf_56
60.01,26.61,22.04,28.73,42.65,7.23,42.76,pearl_millet_dwarf_56
54.94,26.58,25.03,28.68,40.73,7.2,40.46,pearl_millet_dwarf_56
57.62,29.42,26.14,28.42,40.31,7.35,36.01,pearl_millet_dwarf_56
57.91,27.46,22.21,27.42,42.35,7.33,43.07,pearl_millet_dwarf_56
57.2,30.27,23.41,28.83,42.25,7.25,39.71,pearl_millet_dwarf_56
55.2,27.65,22.82,28.66,40.84,7.45,42.83,pearl_millet_dwarf_56
50.7,28.18,23.93,30.13,40.76,7.63,38.07,pearl_millet_dwarf_56
52.32,26.82,24.12,27.52,43.34,7.48,43.17,pearl_millet_dwarf_56
54.95,29.55,23.36,27.2,41.2,7.4,45.88,pearl_millet_dwarf_56
57.22,28.58,23.66,28.2,41.24,7.13,43.2,pearl_millet_dwarf_56
51.88,30.07,23.58,28.98,43.41,7.28,40.82,pearl_millet_dwarf_56
49.44,26.18,27.03,30.55,40.74,7.51,41.26,pearl_millet_dwarf_56
59.39,27.08,23.04,28.62,40.63,7.27,45.17,pearl_millet_dwarf_56
64.41,36.3,30.75,22.13,63.33,6.47,90.38,finger_millet_high_yield_56
64.98,33.15,34.04,23.39,64.23,6.73,88.79,finger_millet_high_yield_56
59.62,36.65,30.08,24.57,61.09,6.55,85.94,finger_millet_high_yield_56
58.05,34.59,32.36,24.66,65.93,6.53,89.84,finger_millet_high_yield_56
64.41,36.2,28.91,23.29,66.08,6.27,81.92,finger_millet_high_yield_56
58.83,34.64,32.27,25.13,61.73,6.45,84.48,finger_millet_high_yield_56
58.39,33.83,28.55,24.3,63.83,6.31,87.38,finger_millet_high_yield_56
57.99,37.26,30.96,23.93,64.19,6.36,80.44,finger_millet_high_yield_56
68.6,33.94,31.29,23.47,59.33,6.55,87.3,finger_millet_high_yield_56
60.53,34.8,29.08,24.32,61.24,6.55,85.0,finger_millet_high_yield_56
60.83,31.87,30.63,23.21,63.33,6.36,84.71,finger_millet_high_yield_56
65.21,37.94,29.73,24.33,61.74,6.39,82.52,finger_millet_high_yield_56
61.52,35.42,31.34,23.79,64.51,6.35,86.74,finger_millet_high_yield_56
58.55,37.17,31.68,25.89,61.51,6.41,85.81,finger_millet_high_yield_56
70.1,35.34,31.6,23.48,62.0,6.45,84.39,finger_millet_high_yield_56
65.72,32.16,29.77,24.0,63.68,6.37,90.12,finger_millet_high_yield_56
64.83,37.59,31.91,24.15,64.35,6.45,89.52,finger_millet_high_yield_56
60.49,35.71,29.93,25.38,59.67,6.7,85.68,finger_millet_high_yield_56
64.25,34.04,30.32,23.86,63.04,6.32,88.77,finger_millet_high_yield_56
59.98,39.12,34.43,22.57,65.23,6.55,82.01,finger_millet_high_yield_56
61.16,34.39,30.57,24.7,64.59,6.61,84.58,finger_millet_high_yield_56
63.63,33.99,28.47,22.42,63.62,6.57,77.52,finger_millet_high_yield_56
60.34,31.24,33.47,25.36,63.72,6.27,86.97,finger_millet_high_yield_56
66.95,35.95,30.8,24.72,61.97,6.59,83.43,finger_millet_high_yield_56
64.76,35.67,28.71,23.2,63.07,6.52,85.77,finger_millet_high_yield_56
46.26,29.96,23.97,25.7,51.85,6.59,49.5,foxtail_millet_organic_56
42.0,27.38,22.15,26.02,51.06,6.87,54.46,foxtail_millet_organic_56
46.29,28.95,23.01,24.09,49.82,6.42,54.4,foxtail_millet_organic_56
41.76,24.92,25.16,23.87,49.31,6.42,54.23,foxtail_millet_organic_56
44.2,26.16,23.81,24.57,49.94,6.44,49.32,foxtail_millet_organic_56
43.53,23.73,22.56,24.52,52.26,6.76,52.5,foxtail_millet_organic_56
45.57,25.89,21.29,23.29,50.42,6.91,63.03,foxtail_millet_organic_56
43.63,28.52,23.26,23.61,53.26,6.61,54.2,foxtail_millet_organic_56
41.47,27.37,22.16,25.39,51.27,6.95,49.12,foxtail_millet_organic_56
47.37,29.23,25.06,24.17,50.41,6.62,52.77,foxtail_millet_organic_56
47.88,28.66,21.43,25.08,48.44,6.48,46.69,foxtail_millet_organic_56
41.07,29.0,25.72,24.73,49.57,6.8,53.57,foxtail_millet_organic_56
45.33,25.96,22.12,24.77,48.85,6.2,55.43,foxtail_millet_organic_56
43.41,24.59,24.17,24.12,49.77,6.94,52.61,foxtail_millet_organic_56
42.14,25.61,22.4,25.46,51.86,6.58,47.53,foxtail_millet_organic_56
40.9,24.3,22.76,24.32,51.19,6.78,50.57,foxtail_millet_organic_56
45.7,25.46,19.77,24.12,50.34,6.85,51.31,foxtail_millet_organic_56
45.51,24.02,24.4,24.23,53.11,6.34,53.07,foxtail_millet_organic_56
45.22,26.21,22.19,23.81,50.71,6.92,49.39,foxtail_millet_organic_56
45.27,28.07,24.25,25.2,52.74,6.64,47.63,foxtail_millet_organic_56
40.57,30.55,22.9,23.26,53.14,6.84,51.56,foxtail_millet_organic_56
43.64,27.04,22.9,24.47,49.82,6.92,51.4,foxtail_millet_organic_56
42.53,28.33,19.65,24.92,50.13,6.58,50.05,foxtail_millet_organic_56
45.53,29.78,26.83,26.17,54.39,6.82,49.03,foxtail_millet_organic_56
42.0,28.35,22.1,25.98,52.8,7.03,47.87,foxtail_millet_organic_56
39.49,33.04,25.2,19.2,61.67,6.11,61.44,buckwheat_drought_hardy_56
42.65,32.08,27.13,19.56,60.67,5.8,65.03,buckwheat_drought_hardy_56
45.54,30.52,28.33,19.1,62.85,5.87,64.14,buckwheat_drought_hardy_56
43.43,34.06,28.19,18.06,61.99,5.83,64.27,buckwheat_drought_hardy_56
42.03,31.48,30.29,18.04,61.36,5.99,66.1,buckwheat_drought_hardy_56
39.25,32.77,30.28,19.72,60.65,5.84,66.67,buckwheat_drought_hardy_56
41.29,33.73,26.52,19.06,61.86,5.6,66.28,buckwheat_drought_hardy_56
42.68,31.2,27.17,19.81,61.83,6.19,63.94,buckwheat_drought_hardy_56
41.19,30.91,29.36,18.25,57.82,5.93,62.21,buckwheat_drought_hardy_56
42.77,30.92,30.7,20.24,60.78,5.66,61.64,buckwheat_drought_hardy_56
42.0,31.43,29.3,19.1,63.19,5.86,65.34,buckwheat_drought_hardy_56
46.22,31.45,28.77,19.42,60.31,5.61,64.47,buckwheat_drought_hardy_56
43.1,34.52,27.88,20.24,63.37,5.76,64.36,buckwheat_drought_hardy_56
36.41,33.1,30.29,18.94,61.15,5.71,61.12,buckwheat_drought_hardy_56
38.07,30.04,25.9,19.79,62.87,5.95,66.11,buckwheat_drought_hardy_56
40.49,34.56,25.71,19.64,61.56,6.44,63.7,buckwheat_drought_hardy_56
44.13,32.68,30.82,19.35,61.84,5.57,66.92,buckwheat_drought_hardy_56
39.26,30.22,27.94,20.0,59.67,5.65,65.0,buckwheat_drought_hardy_56
39.93,31.64,27.32,19.0,59.28,5.77,66.07,buckwheat_drought_hardy_56
39.0,31.65,30.08,20.01,59.0,6.19,59.66,buckwheat_drought_hardy_56
40.35,32.06,28.65,21.05,59.52,6.23,68.22,buckwheat_drought_hardy_56
43.31,30.45,27.99,20.05,60.54,6.09,65.84,buckwheat_drought_hardy_56
35.99,32.46,27.52,19.37,60.41,5.61,61.97,buckwheat_drought_hardy_56
40.04,34.05,28.88,18.55,60.85,5.98,65.62,buckwheat_drought_hardy_56
38.16,33.05,29.16,20.5,63.91,5.76,61.95,buckwheat_drought_hardy_56
52.73,42.61,38.1,16.14,53.58,6.88,77.46,quinoa_moist_tolerant_56
51.01,44.2,37.35,18.04,51.24,6.67,77.7,quinoa_moist_tolerant_56
48.83,42.43,38.53,15.56,52.58,7.01,80.56,quinoa_moist_tolerant_56
52.43,44.92,36.48,16.79,51.37,6.98,79.0,quinoa_moist_tolerant_56
48.04,44.72,39.88,15.87,52.27,6.72,81.75,quinoa_moist_tolerant_56
54.08,45.38,37.58,14.53,52.87,6.55,81.76,quinoa_moist_tolerant_56
54.39,41.92,35.41,17.36,50.46,6.75,80.69,quinoa_moist_tolerant_56
52.1,43.02,33.12,17.02,54.58,7.0,70.71,quinoa_moist_tolerant_56
51.4,41.18,36.46,15.42,51.06,6.74,75.6,quinoa_moist_tolerant_56
50.22,42.63,38.8,16.88,52.4,6.95,75.56,quinoa_moist_tolerant_56
50.71,40.86,36.96,16.23,52.32,6.83,80.27,quinoa_moist_tolerant_56
50.44,42.39,37.69,16.3,51.46,7.02,80.67,quinoa_moist_tolerant_56
51.53,44.29,33.2,16.19,55.29,6.42,82.44,quinoa_moist_tolerant_56
52.54,45.38,37.55,17.77,54.62,6.79,81.84,quinoa_moist_tolerant_56
48.72,43.18,39.28,16.87,54.26,7.07,79.04,quinoa_moist_tolerant_56
51.68,39.09,36.44,16.6,53.86,6.48,76.92,quinoa_moist_tolerant_56
51.13,43.66,37.25,15.98,53.86,7.1,81.62,quinoa_moist_tolerant_56
49.89,44.02,39.29,16.62,53.46,6.78,74.56,quinoa_moist_tolerant_56
53.95,43.46,37.58,16.62,55.57,6.61,75.42,quinoa_moist_tolerant_56
54.06,44.44,35.44,16.76,53.88,6.61,72.92,quinoa_moist_tolerant_56
52.48,43.26,34.32,18.41,54.59,6.68,79.88,quinoa_moist_tolerant_56
52.96,42.75,34.0,16.63,50.84,6.76,73.36,quinoa_moist_tolerant_56
54.43,44.73,37.97,15.95,51.34,6.94,74.83,quinoa_moist_tolerant_56
48.44,43.99,40.45,16.53,54.35,6.87,79.14,quinoa_moist_tolerant_56
48.39,43.97,38.52,16.15,54.12,6.54,77.84,quinoa_moist_tolerant_56
52.27,36.35,27.12,12.17,62.26,5.31,76.43,rye_hill_variety_56
46.5,34.77,29.08,12.69,62.29,5.91,72.68,rye_hill_variety_56
57.21,35.87,26.84,13.21,64.67,6.09,69.6,rye_hill_variety_56
56.65,36.33,28.92,13.77,61.76,5.67,74.35,rye_hill_variety_56
53.91,30.56,29.97,13.4,63.96,5.72,72.98,rye_hill_variety_56
55.74,37.09,29.12,13.51,63.18,5.98,72.31,rye_hill_variety_56
58.5,33.44,27.52,12.68,65.13,6.02,75.04,rye_hill_variety_56
52.68,37.05,31.25,13.38,63.86,6.04,75.11,rye_hill_variety_56
48.89,35.97,32.0,10.78,63.79,5.87,77.24,rye_hill_variety_56
56.1,35.18,27.67,13.77,64.66,5.75,76.21,rye_hill_variety_56
49.75,35.54,25.29,13.82,60.21,5.7,75.97,rye_hill_variety_56
53.99,34.82,29.1,12.85,63.48,5.71,72.74,rye_hill_variety_56
53.63,37.73,30.01,12.03,65.09,5.7,70.72,rye_hill_variety_56
59.43,34.37,24.81,13.44,59.64,5.69,71.98,rye_hill_variety_56
56.6,34.01,29.25,14.15,63.08,5.86,69.66,rye_hill_variety_56
57.48,36.8,26.77,14.85,65.34,5.73,73.63,rye_hill_variety_56
57.76,31.48,30.04,12.67,60.58,6.0,68.5,rye_hill_variety_56
53.68,35.13,26.46,12.48,64.09,5.62,77.45,rye_hill_variety_56
52.04,35.55,29.22,11.82,62.4,5.98,75.1,rye_hill_variety_56
57.55,34.19,29.03,13.08,60.82,5.81,75.1,rye_hill_variety_56
57.76,32.79,28.34,12.59,63.84,5.96,80.15,rye_hill_variety_56
54.9,33.71,23.9,13.1,63.0,5.91,72.63,rye_hill_variety_56
53.63,36.26,27.61,12.24,64.12,5.98,69.74,rye_hill_variety_56
57.14,32.6,27.32,12.9,61.81,5.78,76.05,rye_hill_variety_56
52.27,32.77,26.32,13.21,61.69,5.84,72.99,rye_hill_variety_56
38.51,70.82,77.68,20.24,14.44,7.6,71.06,chickpea_plains_variety_56
44.32,63.01,77.36,19.48,15.46,7.43,64.57,chickpea_plains_variety_56
43.38,71.9,75.17,19.45,14.94,7.21,73.39,chickpea_plains_variety_56
44.03,72.59,79.19,20.86,15.58,7.2,67.76,chickpea_plains_variety_56
40.18,61.07,80.25,19.31,15.8,7.12,70.9,chickpea_plains_variety_56
40.24,62.84,72.21,20.03,16.91,7.31,69.34,chickpea_plains_variety_56
43.4,68.6,79.44,19.63,15.83,7.14,72.67,chickpea_plains_variety_56
40.04,64.06,75.56,20.18,15.97,7.5,71.57,chickpea_plains_variety_56
40.59,70.32,76.06,19.26,14.0,7.24,66.07,chickpea_plains_variety_56
42.27,70.68,83.15,20.59,14.51,7.3,68.41,chickpea_plains_variety_56
44.62,70.95,69.5,20.85,14.86,7.33,72.83,chickpea_plains_variety_56
36.3,62.29,77.9,21.09,15.45,7.49,71.76,chickpea_plains_variety_56
40.46,66.45,83.62,20.48,16.71,7.34,71.52,chickpea_plains_variety_56
39.17,68.43,76.28,20.53,15.93,7.12,74.07,chickpea_plains_variety_56
43.12,64.02,82.19,20.03,14.33,7.32,68.91,chickpea_plains_variety_56
38.52,66.18,79.72,20.39,15.7,7.32,71.78,chickpea_plains_variety_56
42.15,69.34,71.42,20.51,15.7,7.05,70.72,chickpea_plains_variety_56
36.94,68.11,81.04,21.31,15.37,7.48,69.46,chickpea_plains_variety_56
42.83,70.84,77.1,20.44,14.1,7.34,71.35,chickpea_plains_variety_56
43.02,62.23,78.34,18.43,14.0,7.7,70.42,chickpea_plains_variety_56
41.34,69.14,78.05,20.19,14.91,7.24,65.53,chickpea_plains_variety_56
37.62,67.96,79.49,20.95,15.11,6.89,75.29,chickpea_plains_variety_56
41.53,68.29,85.96,19.6,15.12,7.38,69.56,chickpea_plains_variety_56
41.53,67.67,78.73,20.02,16.54,7.21,73.16,chickpea_plains_variety_56
41.38,66.37,77.1,19.69,14.43,7.25,65.81,chickpea_plains_variety_56
